delovno_mesto;placilo;lokacija;opis;st_prostih_mest;trajanje;delovnik;sifra 
STREŽBA;4,50 €/h neto;LJUBLJANA;Strežba v lokalu. Pogoji: urejenost, natanènost, odgovornost in zanesljivost. Zaželene so izkušnje. Delo je za daljše obdobje z urnikom po dogovoru. Zaèetna bruto urna postavka je 5,33 € bruto, nato se dvigne na 5,92 € (5 € neto). Prijavo pošlji na e-mail.; 4 ; DLJE ÈASA; Izmensko; 274861
POMOÈ PRI PRODAJI;4,00 €/h neto;METLIKA;Išèejo samostojno, resno, zanesljivo, fleksibilno in odgovorno osebo za pomoè pri prodaji v trgovini z delikateso. Delo poteka med tednom in ob vikendih, v dogovoru z nadrejenimi.; 2 ; DLJE ÈASA; Po dogovoru; 274858
DELO V SKLADIŠÈU<strong>RAZVOZ</strong>;5,00 €/h neto;PIRNIÈE;Manipulant v skladišèu in razvoz kartonskih izdelkov. Pogoj je izpit B-kategorije. Razvoz poteka s službenim kombijem po Sloveniji.; 1 ; DLJE ÈASA; Dopoldan; 274856
POMOÈ V KUHINJI;5,00 €/h neto;ŠENÈUR PRI KRANJU;Podjetje potrebuje osebo za delo v kuhinji in pomivalnici. Prièakujejo: dijak/študent gostinske smeri, veselje za delo v kuhinji, osebna urejenost in skrb za urejen izgled kuhinje, organiziranost in zanesljivost ter veselje za timsko delo.; 1 ; DLJE ÈASA; Po dogovoru; 274852
POUÈEVANJE;10,00 €/h neto;KOPER;Podjetje v svoje vrste vabi uèitelja navtike. Kandidat mora imeti navtiène izkušnje ter uspešno opravljen izpit za voditelja èolna in VHF GMDSS postajo. Zaèetek dela je èim prej.; 3 ; DLJE ÈASA; Po dogovoru; 274851
POUÈEVANJE;10,00 €/h neto;LJUBLJANA;Pouèevanje navtike. Pogoji: navtiène izkušnje, uspešno opravljen izpit za voditelja èolna in VHF GMDSS postajo. Zaèetak dela èim prej.; 3 ; DLJE ÈASA; Dopoldan; 274849
MASER;PO DOGOVORU;TOMAJ;Podjetje išèe pomoè pri delu v maserskem salonu - masaže. Zaželena je ustrezna izobrazba oz. izkušnje, lahko tudi kozmetièna šola.; 1 ; PO DOGOVORU, OBÈASNO; Po dogovoru; 274844
ZDRAVSTVENA NEGA;5,07 €/h neto;PREDDVOR;Podjetje išèe osebo za pomoè in sodelovanje pri izvajanju zdravstvene nege in oskrbe vseh kategorij stanovalcev (pomoè pri vzdrževanju higiene  stanovalcev, opazovanje stanja stanovalcev in poroèanje, pomoè pri vzdrževanju urejenost in higiene prostorov bivanja, delavnih prostorov in pripomoèkov za delo, priprava in pomoè stanovalcem za gibanje in transfer). Delo poteka med vikendi in za praznike.; 1 ; DLJE ÈASA; Med vikendom; 274833
ZDRAVSTVENA NEGA;5,07 €/h neto;PREDDVOR;Podjetje išèe osebo za pomoè pri zdravstveni negi in oskrbi stanovalcev,  pomoè pri vzdrževanju higiene, priprava za gibanje in transfer, opazovanje stanja stanovalca in poroèanje ter pomoè pri vzdrževanju urejenosti prostorov bivanja, delovnih prostorov in pripomoèkov za delo.; 1 ; PO DOGOVORU; Izmensko; 274832
POMOÈ V TRGOVINI<strong>BLAGAJNIK</strong>;4,30 €/h neto;TRZIN;Pomoè v trgovini in delo na blagajni. Pogoj je starost nad 18 let.; 1 ; DLJE ÈASA; Izmensko; 274830
KOZMETIÈNE STORITVE;PO DOGOVORU;ZAGORJE;Delo zahteva znanje geliranja in permanentnega lakiranja nohtov.; 1 ; DLJE CASA; Po dogovoru; 274829
STREŽBA;6,00 €/h neto;RADOMLJE;Catering: strežba, kuhar, dostava - delo na terenu. Pogoja: starost nad 18 let in izpit B-kategorije. Pridnost je nagrajena z višjo urno postavko. Najbolje je, èe si iz okolice Domžal, Kamnika ali Mengša. Èe te delo zanima, poklièi ali pošlji prijavo na e-naslov.; 2 ; DLJE ÈASA; Po dogovoru; 274828
DELO V KUHINJI;5,50 €/h neto;RADOMLJE;Podjetje išèe osebo za pomoè v kuhinji. Pogoja: veselje do dela v kuhinji, poznavanje Haccp naèel. Zaželena smer gastronomije - smer kuhar (ni pa pogoj). Delo poteka veèino èasa v kuhinji, obèasno je možno tudi delo na terenu. Pridnost je nagrajena z višjo urno postavko. Najbolje je, da si iz okolice Domžal, Kamnika ali Mengša. Èe te delo zanima, poklièi ali pošlji prijavo na e-naslov.; 2 ; DLJE ÈASA; Po dogovoru; 274826
DELO V SKLADIŠÈU<strong>DELO V PROIZVODNJI</strong>;4,65 €/h neto;LJUBLJANA-ŠIŠKA;Delo v skladišèu mleènih izdelkov in po potrebi pomoè v proizvodnji. Pogoj je starost nad 18 let. Zaželeni samostojnost in marljivost. Plaèilo je glede na uspešnost kandidata lahko tudi višje.; 1 ; DLJE ÈASA; Dopoldan; 274822
LAŽJA FIZIÈNA DELA<strong>DELO V DELAVNICI</strong>;5,49 €/h neto;LATKOVA VAS, PETROVÈE;Podjetje išèe osebo za enostavna roèna dela v delavnici - uporaba roènega elektriènega orodja in izdelava ograjnih elementov.; 2 ; PO DOGOVORU; Po dogovoru; 274818
ANKETIRANJE;4,97 €/h neto;LJUBLJANA;Mlada ekipa išèe nove sodelavce na podroèju izvajanja kratkih telefonskih anket. Delo poteka med tednom v popoldanskem èasu. Javijo naj se samo resni kandidati, ki imajo èas vsaj 2x tedensko. Zaželeni sta pozitivna in timska naravnanost. Izkušnje niso potrebne.; 2 ; DLJE ÈASA; Popoldan; 274813
STREŽBA;6,00 €/h neto;BENEDIKT;Išèejo polnoletno osebo za delo v umirjenem in novejšem lokalu.; 1 ; DLJE ÈASA; Med vikendom; 274806
DELO V PROIZVODNJI;4,22 €/h neto;KAMNIK;Podjetje potrebuje polnoletni osebi za dopoldansko delo v proizvodnji (pakiranje in pregledovanje aluminijastih kosov). Prièetek dela-takoj.; 2 ; DLJE ÈASA; Dopoldan; 274790
DELO V AVTOPRALNICI;4,50 €/h neto;CERKLJE;Pridnost, resnost.; 2 ; ZA CCA. DVA MESECA; Dopoldan; 274780
STREŽBA;5,00 €/h neto;LJUBLJANA;Podjetje potrebuje polnoletno osebo za strežbo v kinomatografskem centru.  Pogoji so zanesljivost in odgovornost. Dela se skoraj izkljuèno med vikendi in prazniki ter v popoldanskem èasu.; 4 ; DLJE ÈASA; Med vikendom; 274748
STREŽBA;5,00 €/h neto;LJUBLJANA;Strežba v bowling klubu. Delovnik poteka med tednom v popoldanskem èasu, ob sobotah in nedeljah pa preko celega dneva. Urnik je prilagodljiv. Zaželene so izkušnje. Ker beseda strežba premalo pove, poklièite za dodatne informacije. Možnost nagrajevanja.; 1 ; PO DOGOVORU; Popoldan; 274743
PRODAJA;4,39 €/h neto;DOMŽALE;Trgovina z otroškimi oblaèili išèe pozitivno osebo z veseljem do dela s strankami in izkušnjami v prodaji. Delo poteka v prijetnem kolektivu. Prijave z življenjepisom pošljite na e-mail.; 1 ; DLJE ÈASA; Izmensko; 274733
ADMINISTRATIVNA DELA;4,65 €/h neto;LJUBLJANA RUDNIK;Administrativno delo v spletni trgovini s kozmetiko: vse operacije procesiranja spletnih naroèil in podpora kozmetiènemu salonu. Delo pretežno z raèunalnikom. Zaželeno znanje anglešèine, nemšèine in italijanšine. Nudijo postopno uvajanje. So mlad, kreativen in fleksibilen tim v dobro uteèenem podjetju z dolgoletnimi izkušnjami na podroèju kozmetike. Prijavo in CV pošlji na e-naslov.; 1 ; DLJE ÈASA; Dopoldan; 274730
ADMINISTRATIVNA DELA<strong>NOVINARSKA DELA</strong>;4,00 €/h neto;HRASTNIK;Podjetje potrebuje osebo, ki je raèunalniško pismena in dobra v pisanju besedil. Delo obsega vnašanje vsebin v program, preoblikovanje preprostih tekstov. Zaželeno: vozniški izpit in lasten prevoz, resnost, odgovornost in komunikativnost. Vikendi so prosti. Prijavo in Cv pošljite na e-mail.; 1 ; DLJE ÈASA; Dopoldan; 274718
STREŽBA;5,07 €/h neto;LJUBLJANA;Podjetje išèe osebo za delo v lokalu. Pogoj so izkušnje.; 1 ; DLJE ÈASA; Izmensko; 274715
STREŽBA HRANE IN PIJAÈE;4,73 €/h neto;KOPER;Išèejo študente za delo v restavraciji. Dnevna urna postavka je 5,60 € bruto, noèna in praznièna pa 6,90 € bruto. Izkušnje v strežbi (ali delu v kuhinji) so zaželene, niso pa nujne. Delo poteka na blagajni, v prostoru za stranke (èišèenje in pospravljanje), v kuhinji in na drive-u. Prijavo za delo z življenjepisom pošlji na e-mail.; 15 ; DLJE ÈASA, PO DOGOVORU; Po dogovoru; 274713
STREŽBA;4,90 €/h neto;KOPER;Išèejo dijake/študente za delo v strežbi. Dnevna urna postavka 5,80 bruto,  noèna (in praznièna) urna postavka 7,20 bruto. Znanje slovenšèine je pogoj. Zaželeno je znanje italijanšèine in anglešèine ter predhodne delovne izkušnje v delu v strežbi/kavarni/restavraciji (ni pa pogoj). Prijavo za delo in življenjepis z delovnimi izkušnjami pošlji na e-mail.; 5 ; DLJE ÈASA, PO DOGOVORU; Po dogovoru; 274712
FIZIÈNA DELA;4,80 €/h neto;LJUBLJANA;Gradnja telekomunikacijskih omrežij in vzdrževanje le-teh. Delo poteka v timu. Pogoja: 4. stopnja tehnièna smer, polnoletnost. Možnost izplaèila dodatne stimulacije glede na oceno vodje. Prijave sprejemajo na e-mail.; 5 ; DLJE ÈASA; Dopoldan; 274711
RAZVOZ<strong>RAZVOZ HRANE</strong>;5,00 €/h neto;KRANJ;Podjetje potrebuje osebo za razvoz hrane v piceriji. Razvaža se s službenim vozilo. Pogoji: starost nad 20 let, vozniški izpit B-kategorije, komunikativnost, zaželene izkušnje s prevozi.; 1 ; DLJE ÈASA; Izmensko; 274705
STREŽBA;4,56 €/h neto;MARIBOR;Išèejo polnoletno osebo z izkušnjami za delo v strežbi. Delo bo potekalo med tednom izmensko po dogovoru, vikendi so prosti (obèasno le kakšen vikend samo dopoldan). Nudijo delo v urejenem lokalu in odliène delovne razmere.; 1 ; DLJE ÈASA; Po dogovoru; 274699
STREŽBA;4,56 €/h neto;CELJE;Išèejo polnoletno osebo z izkušnjami za delo v strežbi. Delo bo potekalo med tednom izmensko po dogovoru, vikendi so prosti (obèasno le kakšen vikend samo dopoldan). Nudijo delo v urejenem lokalu in odliène delovne razmere.; 2 ; DLJE ÈASA; Po dogovoru; 274697
STREŽBA;4,50 €/h neto;ZAGORJE;Podjetje išèe polnoletno, vestno, odgovorno, urejeno in prijazno osebo za delo v strežbi.; 1 ; DLJE ÈASA; Izmensko; 274685
STREŽBA;4,00 €/h neto;MOZIRJE;Išèejo osebo za pomoè v strežbi. Delo bo potekalo od torka do sobote, v popoldanski izmeni do 21.00 ure.; 1 ; DLJE ÈASA; Popoldan; 274684
POMOÈ PRI PRODAJI;5,00 €/h neto;CELJE;Prièetek dela ob 9. uri. Pogoji: polnoletnost, poznavanje tonerjev, kartuš in tiskalnikov.; 1 ; DLJE ÈASA; Dopoldan; 274681
DELO S STRANKAMI;4,73 €/h neto;PTUJ;Podjetje potrebuje veè polnoletnih oseb za pomoè v restavraciji (prodaja, priprava hrane in strežba). Zaželeni sta delavnost in iznajdljivost. Nudijo malico in pijaèo, fleksibilen delovni èas, dinamièno timsko delo, nagrajevanje najboljših in možnost napredovanja. Za noèno delo je urna postavka od 6,90 do 7,15 € bruto. Za prijavo poklièite na kontakt podjetja.; 10 ; MINIMALNO 6 MESECEV; Po dogovoru; 274680
DELO V KUHINJI;4,73 €/h neto;PTUJ;Podjetje išèe veè polnoletnih oseb za pomoè v restavraciji (prodaja, priprava hrane in strežba). Zaželeni sta  delavnost in iznajdljivost. Nudijo malico in pijaèo, fleksibilen delovni èas, dinamièno timsko delo, nagrajevanje najboljših in možnost napredovanja. Noèna urna postavka je od 6,90 do 7,15 € bruto. Za prijavo poklièite na kontaktno številko podjetja.; 10 ; MINIMALNO 6 MESECEV; Po dogovoru; 274679
STREŽBA;4,65 €/h neto;ORMOŽ;Podjetje potrebuje pridne, prijazne ter komunikativne osebe za delo v kavarni. Izkušnje so zaželene, ampak niso obvezne, saj vas vsega nauèijo. Vabljeni v prijeten tim.; 3 ; PO DOGOVORU - ZAÈETEK TAKOJ; Po dogovoru; 274661
DELO V PROIZVODNJI<strong>SESTAVLJANJE</strong>;4,22 €/h neto;KOMENDA - IC ŽEJE;Podjetje išèe polnoletne osebe za delo v proizvodnji (sestavljanje). Pogoji: roène spretnosti, natanènost.; 3 ; DLJE ÈASA; Dopoldan; 274642
POMOÈ V STREŽBI;5,00 €/h neto;BREZOVICA PRI LJUBLJANI;V manjšem lokalu nudijo delo zaneslijivi in delavni osebi. Delovni èas je po dogovoru, zagotovljeno je redno plaèilo, izkušnje niso pogoj.; 1 ; PO DOGOVORU; Izmensko; 274638
STREŽBA;4,22 €/h neto;CELJE;Išèejo polnoletno osebo za pomoè pri strežbi v slašèièarni. Zaèetna urna postavka je 5,00 € bruto, èez èas nudijo možnost stimulativnega nagrajevanja. Delo poteka od ponedeljka do petka izmensko, vikendi so prosti.; 2 ; DLJE ÈASA; Izmensko; 274634
GRAFIÈNO OBLIKOVANJE;6,76 €/h neto;TRZIN;Si želiš ustvarjati in testirati meje spletnega dizajna? Potem je naziv grafiènega oblikovalca zate!rnrnKAJ PONUJAMO?Stimulativno delovno okoljern, delo s strankami v Sloveniji in tujini, razvijanje novih znanj in lastnih kompetenc, delo v enem najhitreje rastoèih podjetij na svojem podroèju, sodelovanje z mladim, kreativnim timom, fleksibilnost, kreativno svobodo. Veè informacij na spletni strani; 1 ; DLJE ÈASA; Dopoldan; 274623
POMOÈ V TRGOVINI;4,01 €/h neto;PTUJ;Podjetje potrebuje polnoletno, odgovorno in vestno osebo za pomožna dela v trgovini . Delo zajema nalaganje na police in podobna dela. Trgovina je odprta od ponedeljka do sobote, dela se v dopoldanskem in popoldanskem èasu, po dogovoru in potrebi.  Za prijavo poklièite na kontakt podjetja.; 1 ; DLJE ÈASA, PO POTREBI; Po dogovoru; 274618
STREŽBA;5,07 €/h neto;LJUBLJANA;Delo v strežbi. Izkušnje so zaželene, vendar niso pogoj - dela se lahko priuèiš. Za osebe brez izkušenj je urna postavka 4,73 € bruto (4 € neto), za osebe izkušnjami je urna postavka 6 € bruto (5,07 € neto). Delovnik po dogovoru, prilagodljiv študijskim obveznostim. Obratovalni èas lokala je od 10. do 21. ure. Nedelje in prazniki so dela prosti.; 1 ; PO DOGOVORU; Po dogovoru; 274615
POMOÈ V STREŽBI;5,49 €/h neto;LJUBLJANA;Išèejo študenta/študentko za pomoè pri strežbi v njihovi trgovini. Zaželene so izkušnje pri strežbi. Delo bo potekalo med tednom in vikendi.; 3 ; DLJE ÈASA; Po dogovoru; 274614
STREŽBA;4,65 €/h neto;LJUBLJANA CENTER;Gostinski lokal v centru Ljubljane išèe osebo za delo v strežbi. Izkušnje so zaželene, lahko pa se dela priuèiš. Vikendi so prosti. Delovnik po dogovoru, prilagodljiv študijskim obveznostim. Obratovalni èas lokala je od 6. do 18. ure.; 2 ; PO DOGOVORU; Izmensko; 274613
POMOÈ V STREŽBI<strong>DELO V KUHINJI</strong>;4,48 €/h neto;LJUBLJANA - BTC;Išèejo veè oseb za delo na blagajni, pomoè v kuhinji oz. lažja dela v kuhinji ter pomoè v strežbi. ; 2 ; DLJE ÈASA; Po dogovoru; 274602
STREŽBA;5,50 €/h neto;GROSUPLJE;Potrebujejo komunikativno in prijazno osebo za delo v strežbi. Izkušnje so zaželene. Prijave sprejemajo na elektronski naslov ali preko telefona.; 1 ; DLJE ÈASA; Izmensko; 274601
UÈITELJ SMUÈANJA;8,45 €/h neto;POKLJUKA - BLED;Uèenje smuèanja predšolskih in šolskih otrok in odraslih. Delo z otroki in odraslimi na snegu. Zaželena je licenca in znanje vsaj angleškega jezika.; 8 ; ZIMA 2018/2019; Po dogovoru; 274578
UÈITELJ PLAVANJA;8,45 €/h neto;BLED;Uèenje plavanja. Otroci so predšolski ali obiskujejo prvo triado osnovne šole. Zaželena je licenca za uèitelja plavanja.; 5 ; JESENI 2018 IN POMLADI 2019; Popoldan; 274575
ARANŽIRANJE;5,00 €/h neto;LJUBLJANA;Si ustvarjalen in obožuješ cvetje? Te privlaèi dinamièno delo z ljudmi in jim želiš s cvetjem pomagati izraziti èustva? Imaš izobrazno cvetlièarske smeri in/ali delovne izkušnje v cvetlièarstvu? Išèejo zanesljivo in urejeno osebo s cvetlièarskim znanjem in/ali izkušnjami za delo v cvetlièarni. Delovni èas je izmenski, tudi ob vikendih.; 1 ; DLJE ÈASA; Izmensko; 274564
STREŽBA;4,22 €/h neto;SEŽANA;Strežba v baru v centru Sežane za nekaj ur na dan. Izkušnje dobrodošle, še bolj pa veselje do dela s strankami. Urnik lokala: od ponedeljka do petka izmensko delo po dogovoru, sobote dopoldan, nedelje in prazniki prosto.; 1 ; DLJE ÈASA; Po dogovoru; 274545
STREŽBA;4,65 €/h neto;KRANJ;Pogoj je starost nad 18 let. Zaželene so izkušnje, komunikativnost in urejenost.; 10 ; DLJE ÈASA; Po dogovoru; 274519
POMOÈ PRI PRODAJI;4,00 €/h neto;LJUBLJANA, CITY PARK;Te zanima delo v trgovini? Želiš pomagati pri prodaji obutve in tekstila? Potem si pravi! Pogoji: komunikativnost, prijaznost, natanènost, samoiniciativnost. Ob nedeljah je bruto urna postavka 7,10 € (6 € neto). Prijave sprejemajo na telefon.; 1 ; DLJE ÈASA; Izmensko; 274502
RAZVOZ<strong>RAZVOZ HRANE</strong>;4,65 €/h neto;KOPER;Podjetje išèe zanesljivega kandidata/ko za razvoz hrane. Pogoj je starost nad 18 let. Prednost imajo kandidati/ke, ki poznajo Koper in okolico.; 1 ; DLJE ÈASA; Po dogovoru; 274501
PRODAJA<strong>DELO V TRGOVINI</strong>;4,65 €/h neto;STRANJE;Podjetje potrebuje polnoletno osebo za delo v trgovini (polnjenje polic, delo na blagajni, strežba, skrb za èistoèo). Poteka izmensko (delovni so tudi vikendi). Pogoji: delovne izkušnje, veselje do dela z ljudmi.; 1 ; DLJE ÈASA; Izmensko; 274499
POMOÈ V STREŽBI;5,00 €/h neto;LUCIJA;Potrebujejo osebo za delo v strežbi v mirnem okolju v dnevnem baru v Luciji.; 1 ; PO DOGOVORU; Po dogovoru; 274494
DELO NA TERENU<strong>VOZNIK</strong>;PO DOGOVORU;SEŽANA;Razvoz hrane: Pogoj: izpit za avto.; 1 ; DLJE ÈASA; Po dogovoru; 274457
DELO V PROIZVODNJI;4,30 €/h neto;MARIBOR;Podjetje išèe polnoletno osebo za pomoè delovnem procesu proizvodnje. Delo poteka v dopoldanskem èasu za daljše èasovno obdobje. Prijave pošljite na e-mail ali poklièite.; 1 ; DLJE ÈASA; Dopoldan; 274445
RAZVOZ<strong>RAZVOZ HRANE</strong>;5,00 €/h neto;CERKLJE;Pogoji: starost nad 18 let in vozniški izpit B kategorije.; 1 ; DLJE ÈASA; Izmensko; 274434
POMOÈ V TRGOVINI;4,00 €/h neto;LJUBLJANA RUDNIK;Pomoè v trgovini na oddelku tekstila. Pogoji: starost nad 18 let, znanje slovenskega jezika, dovolj razpoložljivega èasa. Delo poteka tudi med vikendi, ob nedeljah je plaèilo 5 €/h bruto.  Zaželene izkušnje.; 3 ; DLJE ÈASA; Izmensko; 274425
POMOÈ V STREŽBI;5,50 €/h neto;LJUBLJANA;; 1 ; DLJE ÈASA; Izmensko; 274420
STREŽBA;5,80 €/h neto;LJUBLJANA;Išèejo osebo za strežbo. Zaželene so izkušnje, niso pa pogoj. Važno je veselje do tovrstnega dela.; 2 ; DLJE ÈASA; Po dogovoru; 274413
DELO V KUHINJI;5,50 €/h neto;MENGEŠ;Išèejo študenta za pomoè v kuhinji, peka pizz. Delovni èas je prilagodljiv. Pogoja: starost nad 18 let in vozniški izpit B kategorije; 1 ; DLJE ÈASA; Dopoldan; 274412
STREŽBA HRANE IN PIJAÈE;5,00 €/h neto;LJUBLJANA;Išèejo osebo za strežbo v kavarni in za delo na hotelski recepciji. Nudijo prijetno delovno okolje z mladim kolektivom. Obvezne so izkušnje v gostinstvu, urejenost, komunikativnost in znanje angleškega jezika.; 1 ; DLJE ÈASA; Izmensko; 274398
STREŽBA;5,07 €/h neto;KOPER;Podjetje potrebuje dve osebi za delo v strežbi.; 2 ; DLJE ÈASA; Izmensko; 274394
DIGITALNI MARKETING;4,86 €/h neto;TRZIN;AdStar - Job Offer?? Facebook in Instagram oglaševalec = priložnost, izziv in karierni napredek v enem! Pridruži se mladi, kreativni, ambiciozni ekipi in z njimi osvoji svet. Zaposlijo 3 nove oglaševalce/ke, ki bodo svoje znanje in izkušnje pridobivali/e ter delili/e v mladem, kreativnem in ambicioznem team-u.; 3 ; DLJE ÈASA; Dopoldan; 274386
STREŽBA;5,00 €/h neto;LJUBLJANA;Zaradi poveèanja dela in odpiranja nove poslovne enote išèejo natakarje/ice, ki bodo pripravljeni delati izmensko ali pa samo na prireditvah. Izkušnje niso pogoj. Plaèilo je odvisno od izmene, od 5,92 do 9,47 € bruto/h. Za prireditve je urna postavka višja.; 6 ; PO DOGOVORU; Po dogovoru; 274385
STREŽBA;PO DOGOVORU;STARI TRG PRI LOŽU;Podjetje išèe kandidata za delo v strežbi. Izkušnje niso pogoj.; 2 ; DLJE ÈASA; Po dogovoru; 274379
POUÈEVANJE;9,75 €/h neto;LJUBLJANA - IN DRUGI KRAJI PO SLOVENIJI;Zaradi moèno poveèanega povpraševanja v svoje uèiteljske vrste vabijo kompetentne in usposobljene uèitelje tujih jezikov za pouèevanje na rednih jezikovnih teèajih in teèajih za podjetja. Imaš odliène vešèine pouèevanja, veselje do prenašanja znanja in srce za jezike? Pridruži se veè kot 100 uèiteljem v eni najbolj priljubljenih jezikovni šol.; 10 ; DLJE ÈASA; Po dogovoru; 274377
ELEKTROTEHNIÈNA DELA;6,76 €/h neto;LJUBLJANA STEGNE;Opravljanje laboratorijskih meritev, izdelava internih poroèil, sodelovanje pri zanimivih razvojnih projektih. Pogoji: absolvent/ka elektrotehnike. Kandidati z že konèano prvo stopnjo bodo imeli prednost, saj išèejo perspektiven kader z zagotovljeno možnostjo kasnejše zaposlitve v uspešnem mednarodnem podjetju, ki veliko investira v razvoj in kader. Prijavo in CV pošlji na e-naslov.; 2 ; DLJE ÈASA; Dopoldan; 274376
STREŽBA;4,50 €/h neto;KRANJ;Podjetje išèe polnoletno osebo za strežbo pijaè. Izkušnje niso pogoj.; 1 ; DLJE ÈASA; Izmensko; 274373
POMOÈ V KUHINJI<strong>POMIVALEC</strong>;6,00 €/h neto;LJUBLJANA;Podjetje išèe osebo za pomivanje posode. Prièakujejo natanènost, organiziranost, poštenost. Izkušnje s èišèenjem in pomivanjem so zaželene. Prijave pošljite na e-mail.; 4 ; PO DOGOVORU; Dopoldan; 274368
STREŽBA;4,50 €/h neto;PTUJ;"Podjetje potrebuje polnoletno, komunikativno, vestno in zanesljivo osebo za strežbo v znanem ptujskem lokalu v starem mestnem jedru. Odpiralni èas je od 9. do 16. ure. Ob vikendih in praznikih lokal ne obratuje. Pogoj; izkušnje pri podobnih delih. Interesenti naj poklièejo na kontakt podjetja."; 1 ; DLJE ÈASA, PO POTREBI; Popoldan; 274359
