delovno_mesto;placilo;lokacija;opis;st_prostih_mest;trajanje;delovnik;sifra
POMOČ PRI PRODAJI;4.50;LJUBLJANA;Pomoč pri prodaji, delo na blagajni, urejanje trgovine. Pogoja sta izkušnje v prodaji in starost nad 18 let. Začetek čimprej.  Pokliči.;2; DLJE ČASA; Izmensko;275272

STREŽBA;5.07;LJUBLJANA;Potrebujejo dve osebi za pomoč v strežbi in delo v šanku. Zahtevane so izkušnje v strežbi. Prijave sprejemajo na telefon.;2; DLJE ČASA; Popoldan;275261

STREŽBA;5.07;LJUBLJANA;Potrebujejo dve osebi, ki imata izkušnje v strežbi, z delom na blagajni in dobro znanje kuhanja kave. Delovnik je po dogovoru. Prijave sprejemajo na elektronski naslov ali preko telefona.;2; DLJE ČASA; med vikendom;275260

STREŽBA;4.00;TURNIŠČE PRI PTUJU;Podjetje potrebuje polnoletno, vestno, komunikativno in zanesljivo osebo za delo v strežbi. Delovni čas je po potrebi in dogovoru. Podjetje zraven urne postavke nudi tudi stimulacijo. Interesenti naj se oglasijo osebno v lokalu ali pokličejo na kontakt podjetja.;1; DLJE ČASA, PO POTREBI; Po dogovoru;275255

DELO V KUHINJI;4.00;VELENJE;Podjetje potrebuje resne, odgovorne osebe z veseljem do dela v kuhinji. Gre za razna pomožna dela v kuhinji. Dela se v dveh izmenah, kuhinja obratuje od ponedeljka do petka, tudi ob praznikih. Za prijavo pokličite na kontakt podjetja.;3; DLJE ČASA, PO POTREBI; Po dogovoru;275254

FIGURANT;4.00;GROSUPLJE, SLOVENIJA;;1; DLJE ČASA; Dopoldan;275248

DELO NA TERENU;4.22;KRANJ;Dostava hrane. Pogoj je starost nad 18 let in vozniški izpit B kategorije ter nekaj izkušenj v prometu.;2; DLJE ČASA; Izmensko;275246

STREŽBA;4.65;VOLIČINA;Podjetje potrebuje dve osebi za strežbo v vinotoču in baru. Dela se večinoma med vikendi in popoldan. Pogoji: prijaznost, komunikativnost in pridnost. Izkušnje so zaželene. Možnost redne zaposlitve.;2; DLJE ČASA; Popoldan;275217

STREŽBA HRANE IN PIJAČE;5.50;MEDVODE;Prijeten, mlad kolektiv išče osebo za strežbo hrane in pijače. Pogoji: izkušnje, starost nad 18 let, resnost, odgovornost in zanesljivost. Malica zagotovljena.;1; DLJE ČASA; Izmensko;275209

STREŽBA;4.00;SEŽANA;Želiš delati v mladem kolektivu? Nimaš izkušenj? Ni problema, z veseljem te bodo naučili postreči dobro kavo. Pomembno je le, da te zanima ta poklic in imaš veselje do dela, si odgovoren/a in zanesliv/a. Če imaš to, lahko tvoja urna postavka postane veliko višja.;2; PO DOGOVORU; Po dogovoru;275200

STREŽBA;4.00;KRIŽ;Želiš delati v mladem kolektivu? Nimaš izkušenj? Ni problema, z veseljem te bodo naučili postreči dobro kavo. Pomembno je le, da te zanima ta poklic in imaš veselje do dela, si odgovoren/a in zanesliv/a. Če imaš to, lahko tvoja urna postavka postane veliko višja.;2; PO DOGOVORU; Po dogovoru;275197

POMOČ V KUHINJI;4.00;EMONSKA KLET;Pomivanje posode in pomoč v kuhinji.;2; DLJE ČASA; Izmensko;275191

POMOČ V STREŽBI;5.00;LJUBLJANA;Pogoj je starost nad 18 let. Zaželena lasten prevoz.;1; DLJE ČASA; Izmensko;275182

DELO NA RECEPCIJI;4.50;LJUBLJANA;Potrebujejo komunikativno, urejeno, gostoljubno, prijazno, organizirano in fleksibilno osebo za delo nočnega receptorja/ke. Pogoji: starost nad 18 let, organizacijske veščine, dobro znanje angleškega jezika, znanje drugega tujega jezika je prednost. Prijave sprejemajo na elektronski naslov ali preko telefona.;2; DLJE ČASA; Izmensko;275179

DELO NA BENCINSKEM SERVISU;4.00;MARIBOR;Podjetje išče osebo za delo na blagajni na bencinskem servisu. Pogoj je starost nad 18 let.;1; DLJE ČASA; Po dogovoru;275178

POUČEVANJE;8.45;LJUBLJANA;Športno plezalni klub išče inštruktorja oz. vaditelja športnega plezanja. Prednost imajo študenti/ke fakultete za šport.;1; PO DOGOVORU, DLJE ČASA; Popoldan;275174

POMOČ PRI PRODAJI;4.22;KOPER;Podjetje išče več oseb za pomoč pri prodaji. Prijavo s pripisom Stradivarius Koper ter telefonsko številko (obvezno) sprejemajo na e-mail. Polnoletnost ni pogoj. Iščejo osebe za delo med vikendom in tudi delo med tednom.;5; DLJE ČASA - DELO OB VIKENDIH; Izmensko;275173

POMOČ PRI PRODAJI;4.22;KOPER;Pomoč pri prodaji v trgovini Bershka.  Polnoletnost ni pogoj. Izkušnje niso potrebne. Vlogo in CV s telefonsko številko pošlji na e-naslov, s priposom: za Bershka Koper. Iščejo osebe za delo ob vikendih in za med tednom.;5; DLJE ČASA - DELO OB VIKENDIH; Izmensko;275172

STREŽBA;4.65;CELJE;Nov lokal išče polnoletno in komunikativno osebo za delo v strežbi. Delo bo potekalo izmensko po dogovoru, nedelje in praznike je prosto.;2; DLJE ČASA; Po dogovoru;275162

PROGRAMIRANJE;6.76;LJUBLJANA;Podjetje potrebuje polnoletno osebo za programiranje. Pogoji: odlično poznavanje programskega jezika C#, ASP.NET, okolje Visual Studio 2017,  poznavanje MVC arhitekture,        poznavanje JavaScript in jQuery,        izkušnje z Git/GitHub repozitorijem.;1; PO DOGOVORU; Dopoldan;275154

ČIŠČENJE;4.22;MARIBOR;Podjetje potrebuje študenta/tko za praznjenje košev in pobiranje smeti. Dela se do 3x tedensko oz. po dogovoru.;1; DLEJ ČASA; Po dogovoru;275151

ČIŠČENJE;4.22;MARIBOR;Podjetje išče študente/-ke za pomoč pri čiščenju vlakov. Prednost imajo študenti z več prostega časa.;5; DLJE ČASA; Po dogovoru;275149

PROGRAMIRANJE;6.76;INDUSTRIJSKA CONA TRZIN;Iščejo študenta/tko z znanjem oz izkušnjami z : .NET, C#, WF (Workflow Foundation),XAML,JavaScript ter jQuery. Pričakujejo: samostojnost, samoiniciativnost, vedoželjnost in pripravljenost na timsko delo. Nudijo: stimulativno okolje, stik z mednarodnim poslovnim okoljem.  Sodelovanje prilagojeno študijskim obveznosti.;1; DLJE ČASA; Dopoldan;275139

POMOČ V STREŽBI;4.93;IVANČNA GORICA;Imaš veselje za delo z ljudmi, potem si pravi naslov za nas. Iščejo osebo, ki je komunikativna, resna in poštena, za delo v prijetnem kolektivu.  Delo zajema strežbo pijač in prigrizkov in skrb za urejenost poslovnega prostora. Nudijo redno plačilo + stimulacijo, možnost oddaljenim povračilo potnih stroškov – po dogovoru. Delovne izkušnje niso pogoj, potrebna samo volja do spoznavanja in učenja.;2; DLJE ČASA; Izmensko;275131

POMOČ V STREŽBI;5.01;POSTOJNA;Podjetje išče polnoletni osebi za pomoč v strežbi. Izkušnje niso potrebne, delo poteka v prijetnem kolektivu, če imaš veselje do dela z ljudmi se nam pridruži. Za več informaciji pokliči.;2; DLJE ČASA; Izmensko;275125

DELO V SKLADIŠČU;4.20;SEŽANA;Podjetje, ki se ukvarja s spletno prodajo športne opreme išče pomoč pri pakiranju dnevnih naročil. Pogoj je starost nad 18 let. Potrebne veščine: natančnost, delavnost, želja po napredku (možnost kasnejše zaposlitev). Izkušnje niso pogoj. Podjetje si želi sodelovanja za dlje časa.;1; DLJE ČASA, PO DOGOVORU; Dopoldan;275123

POMOČ V TRGOVINI;4.00;MARIBOR CENTER;Podjetje potrebuje osebo za pomoč v kitajski trgovini v centru Maribora. Pogoj: znanje angleškega jezika. Lahko pokličete ali se oglasite osebno v trgovini.;1; DLJE ČASA; Po dogovoru;275112

DELO V PROIZVODNJI;5.00;KAMNIK - ŠMARCA;Podjetje potrebuje polnoletne osebe za lažja dela v proizvodnji (lepljenje pene). Delo je dopoldansko.;3; PO DOGOVORU; Dopoldan;275111

GRADBENA DELA;6.00;ŠKOFJA LOKA Z OKOLICO;Podjetje išče pridno polnoletno osebo za delo v gradbeništvu. Delovne naloge: adaptacije na ključ, slikopleskarska dela, suhomontažna dela, talne in stenske obloge. Izkušnje so zaželene niso pa pogoj, če je interes po pridobivanju znanja in učenju, je dovolj veselje do dela in pridnost ter samoiniciativnos. Za ostale informacije glede dela, pogojev, kontaktirajte podjetje.;2; DLJE ČASA; Dopoldan;275099

STREŽBA;4.56;SREDNJA VAS PINOCCHIO BAR;Potrebujejo dve osebi za delo v strežbi.  Zaželene so izkušnje, ni pa nujno.;2; DLJE ČASA; Izmensko;275097

DELO NA TERENU;4.73;BOROVNICA, VRHNIKA, LOG-DRAGOMER;SPREMLJEVALEC SMETARSKEGA VOZILA - fizično delo na terenu (pobiranje odpadkov). Zaželeno je, da je kandidat/ka doma iz bližnje okolice.;1; DLJE ČASA; Dopoldan;275096

DELO V SKLADIŠČU;4.00;CELJE;Trgovec s tehničnim blagom išče polnoletno oseboua delo v skladišču. Izkušnje so zaželene, ne pa pogoj. Pomembni sta volja in zagnanost. Delo poteka v centralnem skladišču v Celju. Če si pripravljen na fizično delo v skladišču, se prijavi. Plačilo je fiksno.;1; DLJE ČASA; Dopoldan;275092

STREŽBA;4.00;KRANJSKA GORA;Pogoj: starost nad 18 let. Plačilo znaša od 4,73 do 5,20 €/h bruto. Vloge pošljite na e-mail.;3; DLJE ČASA; Izmensko;275090

PISMONOŠA;5.07;NOVA GORICA - KROMBERK;"Dostava pisemskih pošiljk in paketov v Novi Gorici in okolici. Pogoja; vozniški izpit B kategorije najmanj 2 leti in izkušnje pri vožni s kombijem.";2; DLJE ČASA; Dopoldan;275083

STREŽBA HRANE IN PIJAČE;4.00;VODICE NAD LJUBLJANO;Pogoj je starost nad 18 let. Delo ob sobotah in nedeljah po dogovoru.;1; PO DOGOVORU; Izmensko;275079

POMOČ V STREŽBI;5.50;OBRIJE - BLIŽINA NOVIH JARŠ;Zaželene izkušnje v gostinstvu. Predvsem pa delavnost, poslušnost, hitro učenje...;2; PO DOGOVORU, DLJE ČASA; Po dogovoru;275076

POUČEVANJE;7.00;KAMNIK, KOMENDA IN KRANJ;Iščejo polnoletno osebo za poučevanje klavirja. Zaželene so delovne izkušnje, predvsem pa smisel za delo z otroki. Glede na lokacije dela je zaželen lasten prevoz.;1; PO DOGOVORU; Popoldan;275072

PRODAJA;5.00;LOKEV;Prodaja in strežba slaščic ter strežba pijače v slaščičarni. Pomoč potrebujejo ob vikendih. Odpiralni čas je v sobotah od 8.00 do 18.00 in v nedeljah od 8.30 do 12.30. Od kandidata pričakujejo pogovorno znanje italijanskega jezika ter nekaj izkušenj v prodaji.;1; PO DOGOVORU; med vikendom;275066

STREŽBA;4.50;MIKLAVŽ;Strežba pijače.;2; DLJE ČASA; Po dogovoru;275063

VRTNARSKA DELA;4.00;POSTOJNA;Pogoj je starost nad 18 let. Zlaganje, pomoč strankam.;2; PO DOGOVORU; Izmensko;275062

DELO V PROIZVODNJI;4.00;BREG PRI LITIJI;Delo zajema pripravo materiala, označevanje, sestavo in pakiranje izdelkov. Zaželena elektro ali strojna smer izobraževanja z možnostjo opravljanja del na strojni opremi.;3; DLJE ČASA; Izmensko;275061

DELO V PROIZVODNJI;4.00;KANDRŠE;Delo zajema pripravo materiala, označevanje, sestavo in pakiranje izdelkov. Zaželena elektro ali strojna smer izobraževanja z možnostjo opravljanja del na strojni opremi.;3; DLJE ČASA; Izmensko;275060

POMOČ V KUHINJI;5.92;LJUBLJANA;Podjetje potrebuje polnoletno osebo za pomoč v kuhinji. Delo poteka v dopoldanskem času med ponedeljkom in petkom.;1; DLJE ČASA; Dopoldan;275059

PRODAJA;4.00;MOSTE PRI KOMENDI;Podjetje išče polnoletno osebo za pomoč pri prodaji (polnjenje polic, skrb za čistočo trgovine, delo na blagajni) in prevzem blaga z dlančnikom. Pogoj je fizična moč. Delo bo potekalo v popoldanskem času in tudi med vikendi.;1; DLJE ČASA; Popoldan;275056

LAŽJA FIZIČNA DELA;4.00;JESENICE;Delo v pralnici. Pogoja sta starost nad 18 let in resnost.;1; DLJE ČASA; Dopoldan;275055

MONTAŽA;4.22;METLIKA;Pomoč pri montaži oken v Metliki.;1; PO DOGOVORU; Dopoldan;275050

POMOČ V STREŽBI;5.04;LJUBLJANA;Za delo v strežbi v lounge klubu iščejo urejeno osebo, ki se rada uči in uživa pri delu z ljudmi. Za več informacij pokliči ali pošlji prijavo na e-mail.;1; DLJE ČASA; Izmensko;275049

POMOČ V TRGOVINI;4.00;LJUBLJANA;Potrebujejo osebo za pomožna dela v trgovini s čevlji. Delo za daljše obdobje, lahko tudi samo za vikende oz. 3 - 4 na teden. Pogoj: starost nad 18 let.;1; PO DOGOVORU, DLJE ČASA; Po dogovoru;275041

POMOČ V STREŽBI;4.50;PODGORICA;Izkušnje niso potrebne, so pa zaželene. Delovni čas je prilagodljiv.;3; PO DOGOVORU; Po dogovoru;275013

DELO V SKLADIŠČU;4.30;MARIBOR;Iščejo študente/ke za pomoč v skladišču. Dinamično delo v mladem kolektivu od ponedeljka do petka, s pričetkom ob 7. uri. Možnost kasnejše zaposlitve. Za vse dodatne informacije pošljite e-mail.;1; DLJE ČASA; Dopoldan;275003

STREŽBA;4.50;REČICA OB SAVINJI;Iščejo osebo za delo v strežbi.;1; DLJE ČASA; Izmensko;274999

DELO V PROIZVODNJI;5.83;KOMENDA, POSLOVNA CONA ŽEJE PRI KOMENDI;Podjetje potrebuje več polnoletnih oseb za delo v proizvodnji za brizganje plastike. Delo je 3-izmensko. Prednost imajo kandidati s tehnično smerjo izobraževanja. Možnost kasnejše redne zaposlitve.;5; DLJE ČASA; Izmensko;274998

DELO V PROIZVODNJI;5.41;KOMENDA, POSLOVNA CONA ŽEJE;Podjetje išče polnoletne osebe tehnične smeri (strojnik, mehatronik ...) za delov v orodjarni (CNC operater na rezkalnem stroju) z osnovnim tehničnim znanjem z možnostjo priučitve. Nudijo možnost kasnejše redne zaposlitve.;1; DLJE ČASA; Dopoldan;274996

ANKETIRANJE PO TELEFONU;4.30;LJUBLJANA;Telefonsko anketiranje na različne tematike za različne naročnike. Pogoji: starost nad 17 let in komunikativnost. Delo poteka v popoldanskih urah (od 16. ure dalje) in je občasno. Zaželeno je delo za daljše obdobje. Prijave in CV sprejemajo na e-mail.;5; DLJE ČASA; Popoldan;274980

TRŽENJE;5.93;LOGATEC Z OKOLICO;Mlad in uspešen team vabi več komunikativnih in odgovornih študentov/tk, usmerjenih k doseganju rezultatov, za trženje telekomunikacijskih storitev na terenu. Nudijo uvajanje v delo, dobro plačilo (fiksna urna postavka + stimulacija - osnova 5,93 neto s stimulacijo do 9,81 neto na uro), možnost kariernega razvoja in dolgoročne zaposlitve. Za prijavo pošljite CV, s pripisom: Logatec, na e-mail.;2; DLJE ČASA; Popoldan;274976

STREŽBA HRANE IN PIJAČE;5.10;GOSTILNA BAJC - SINJA GORICA, VRHNIKA;Iščejo polnoletno osebo za sprejemanje naročil pijače, strežbo pijače in hrane, odnašanje posode v kuhinjo, pospravljanje miz ter delo v šanku. Predvsem delo poteka na porokah oziroma zaključenih družbah - ob sobotah, oziroma po potrebi in dogovoru med tednom v popoldanskem času in na cateringih. Za več info pokličite ali pošljite prijavo na e-naslov.;1; DLJE ČASA; med vikendom;274963

DELO V DELAVNICI;4.22;MENGEŠ;Iščejo zanesljivo osebo za delo v delavnici (pomoč pri sestavljanju žaluzij in sestavljanju posameznih delčkov za žaluzije).;1; 1 MESEC ALI DLJE; Dopoldan;274956

STREŽBA;5.00;STARI TRG PRI LOŽU;Pomoč pri strežbi pijače.;1; DLJE ČASA; Izmensko;274946

STREŽBA;4.00;DOMŽALE;Bar iz Domžal potrebuje polnoletno, dinamično osebo za delo v lokalu. Delo je popoldansko. Vikendi so delovni po dogovoru.;1; DLJE ČASA; Popoldan;274943

STREŽBA;5.00;ŠMARJE PRI JELŠAH;Iščejo prijazno, urejeno in komunikativno osebo z izkušnjami za delo v kavarni/baru.;1; DLJE ČASA; Po dogovoru;274917

DELO S STRANKAMI;4.22;LJUBLJANA;Podjetje potrebuje osebo za delo v poslovalnici telekomunikacijskih storitev. Pogoji: starost nad 18 let, natančnost, resnost in komunikativnost. Poleg urne postavke nudijo tudi stimulacijo. Prijave sprejemajo na e-mail.;1; DLJE ČASA; Po dogovoru;274905

ČIŠČENJE;4.65;LJUBLJANA;Podjetje potrebuje več kandidatov za čiščenje zunanjih in notranjih prostorov. Delo poteka po dogovoru, vključno z vikendi.;5; DLJE ČASA; Izmensko;274903

DELO NA TERENU;4.00;ŠKOFJA LOKA;Podjetje išče kandidata za razvoz hrane. Pogoja: starost nad 18 let in izpit B-kategorije.;1; DLJE ČASA; Izmensko;274901

DELO V PROIZVODNJI;4.00;IZOLA;Podjetje išče dve osebi za delo v proizvodnji. Pogoji: vsaj malo fizične moči, starost nad 18 let in resnost - javite se samo resni kandidati.;1; DLJE ČASA, PO DOGOVORU; Dopoldan;274896

STREŽBA;4.50;LJUBLJANA;Strežba v lokalu. Pogoji: urejenost, natančnost, odgovornost in zanesljivost. Zaželene so izkušnje. Delo je za daljše obdobje z urnikom po dogovoru. Začetna bruto urna postavka je 5,33 € bruto, nato se dvigne na 5,92 € (5 € neto). Prijavo pošlji na e-mail.;4; DLJE ČASA; Izmensko;274861

POMOČ PRI PRODAJI;4.00;METLIKA;Iščejo samostojno, resno, zanesljivo, fleksibilno in odgovorno osebo za pomoč pri prodaji v trgovini z delikateso. Delo poteka med tednom in ob vikendih, v dogovoru z nadrejenimi.;2; DLJE ČASA; Po dogovoru;274858

DELO V SKLADIŠČU;5.00;PIRNIČE;Manipulant v skladišču in razvoz kartonskih izdelkov. Pogoj je izpit B-kategorije. Razvoz poteka s službenim kombijem po Sloveniji.;1; DLJE ČASA; Dopoldan;274856

POMOČ V KUHINJI;5.00;ŠENČUR PRI KRANJU;Podjetje potrebuje osebo za delo v kuhinji in pomivalnici. Pričakujejo: dijak/študent gostinske smeri, veselje za delo v kuhinji, osebna urejenost in skrb za urejen izgled kuhinje, organiziranost in zanesljivost ter veselje za timsko delo.;1; DLJE ČASA; Po dogovoru;274852

POUČEVANJE;10.00;KOPER;Podjetje v svoje vrste vabi učitelja navtike. Kandidat mora imeti navtične izkušnje ter uspešno opravljen izpit za voditelja čolna in VHF GMDSS postajo. Začetek dela je čim prej.;3; DLJE ČASA; Po dogovoru;274851

POUČEVANJE;10.00;LJUBLJANA;Poučevanje navtike. Pogoji: navtične izkušnje, uspešno opravljen izpit za voditelja čolna in VHF GMDSS postajo. Začetak dela čim prej.;3; DLJE ČASA; Dopoldan;274849

ZDRAVSTVENA NEGA;5.07;PREDDVOR;Podjetje išče osebo za pomoč in sodelovanje pri izvajanju zdravstvene nege in oskrbe vseh kategorij stanovalcev (pomoč pri vzdrževanju higiene  stanovalcev, opazovanje stanja stanovalcev in poročanje, pomoč pri vzdrževanju urejenost in higiene prostorov bivanja, delavnih prostorov in pripomočkov za delo, priprava in pomoč stanovalcem za gibanje in transfer). Delo poteka med vikendi in za praznike.;1; DLJE ČASA; med vikendom;274833

ZDRAVSTVENA NEGA;5.07;PREDDVOR;Podjetje išče osebo za pomoč pri zdravstveni negi in oskrbi stanovalcev,  pomoč pri vzdrževanju higiene, priprava za gibanje in transfer, opazovanje stanja stanovalca in poročanje ter pomoč pri vzdrževanju urejenosti prostorov bivanja, delovnih prostorov in pripomočkov za delo.;1; PO DOGOVORU; Izmensko;274832

POMOČ V TRGOVINI;4.30;TRZIN;Pomoč v trgovini in delo na blagajni. Pogoj je starost nad 18 let.;1; DLJE ČASA; Izmensko;274830

STREŽBA;6.00;RADOMLJE;Catering: strežba, kuhar, dostava - delo na terenu. Pogoja: starost nad 18 let in izpit B-kategorije. Pridnost je nagrajena z višjo urno postavko. Najbolje je, če si iz okolice Domžal, Kamnika ali Mengša. Če te delo zanima, pokliči ali pošlji prijavo na e-naslov.;2; DLJE ČASA; Po dogovoru;274828

DELO V KUHINJI;5.50;RADOMLJE;Podjetje išče osebo za pomoč v kuhinji. Pogoja: veselje do dela v kuhinji, poznavanje Haccp načel. Zaželena smer gastronomije - smer kuhar (ni pa pogoj). Delo poteka večino časa v kuhinji, občasno je možno tudi delo na terenu. Pridnost je nagrajena z višjo urno postavko. Najbolje je, da si iz okolice Domžal, Kamnika ali Mengša. Če te delo zanima, pokliči ali pošlji prijavo na e-naslov.;2; DLJE ČASA; Po dogovoru;274826

DELO V SKLADIŠČU;4.65;LJUBLJANA;Delo v skladišču mlečnih izdelkov in po potrebi pomoč v proizvodnji. Pogoj je starost nad 18 let. Zaželeni samostojnost in marljivost. Plačilo je glede na uspešnost kandidata lahko tudi višje.;1; DLJE ČASA; Dopoldan;274822

LAŽJA FIZIČNA DELA;5.49;LATKOVA VAS, PETROVČE;Podjetje išče osebo za enostavna ročna dela v delavnici - uporaba ročnega električnega orodja in izdelava ograjnih elementov.;2; PO DOGOVORU; Po dogovoru;274818

ANKETIRANJE;4.97;LJUBLJANA;Mlada ekipa išče nove sodelavce na področju izvajanja kratkih telefonskih anket. Delo poteka med tednom v popoldanskem času. Javijo naj se samo resni kandidati, ki imajo čas vsaj 2x tedensko. Zaželeni sta pozitivna in timska naravnanost. Izkušnje niso potrebne.;2; DLJE ČASA; Popoldan;274813
